Location_no,Location,Municipality,Province,Region,Country
5595,Avereest,Ommen Ambt,Overijssel,"",Nederland
5596,Avereest,Avereest,Overijssel,"",Nederland
5597,Bree,Maasbree,Limburg,"",Nederland
5603,Hoorn,Hoorn,Noord-Holland,"",Nederland
5604,Heideburen,Heerenveen,Friesland,"",Nederland
5621,Heerenveen,Heerenveen,Friesland,"",Nederland
5632,Echterbosch,Echt,Limburg,"",Nederland
5634,Ekamp,Finsterwolde,Groningen,"",Nederland
5635,Ekamp,Midwolda,Groningen,"",Nederland
5636,Groot-Bredenbroek,Gendringen,Gelderland,"",Nederland
5637,Gelders Veenendaal,Ede,Gelderland,"",Nederland
5638,Unknown,Dinkelland,Overijssel,"",Nederland
5648,Eursinge,Beilen,Drenthe,"",Nederland
5651,Havikerwaard,Rheden,Gelderland,"",Nederland
5652,Hoogeemeeden,Aduard,Groningen,"",Nederland
5653,Lagemeeden,Aduard,Groningen,"",Nederland
5654,Middachtersteeg,Rheden,Gelderland,"",Nederland
5655,Neerlangel,"Dieden, Demen en Langel",Noord-Brabant,"",Nederland
5656,Oldenzijl,Uithuizermeeden,Groningen,"",Nederland
5657,Oosternieland,Uithuizermeeden,Groningen,"",Nederland
5659,Vredenheim,Rolde,Drenthe,"",Nederland
5662,Berkelaar,Echt,Limburg,"",Nederland
5663,Gebroek,Echt,Limburg,"",Nederland
5664,Hingen,Echt,Limburg,"",Nederland
5665,Nieuw-Dordrecht,Emmen,Drenthe,"",Nederland
5667,Putbroek,Echt,Limburg,"",Nederland
5668,Schilberg,Echt,Limburg,"",Nederland
5670,Slek,Echt,Limburg,"",Nederland
5671,Sint Joost,Echt,Limburg,"",Nederland
5673,Eerbeek,Brummen,Gelderland,"",Nederland
5674,Ellersinghuizen,Vlagtwedde,Groningen,"",Nederland
5678,Eierland,Texel,Noord-Holland,"",Nederland
5679,Eys,Wittem,Limburg,"",Nederland
5680,Nieuw-Einde,Heerlen,Limburg,"",Nederland
5684,Eckelrade,Gronsveld,Limburg,"",Nederland
5687,Eldrik,Hummelo en Keppel,Gelderland,"",Nederland
5688,Eleveld,Rolde,Drenthe,"",Nederland
5689,Elsloo,Elsloo,Limburg,"",Nederland
5692,Ellerhuizen,Bedum,Groningen,"",Nederland
5694,Ellersinghuizen,Vlagtwedde,Groningen,"",Nederland
5695,Ellertshaar,Borger,Drenthe,"",Nederland
5696,Elp,Westerbork,Drenthe,"",Nederland
5697,Meers,Elsloo,Limburg,"",Nederland
5698,Meers,Stein (LI),Limburg,"",Nederland
5699,Meersel-Dreef,Hoogstraten,Antwerpen,"",België
5700,Rothem,Meerssen,Limburg,"",Nederland
5701,Kleine Meers,Stein,Limburg,"",Nederland
5709,Engelbert,Noorddijk,Groningen,"",Nederland
5714,Enterbroek,Rijssen,Overijssel,"",Nederland
5716,Epen,Wittem,Limburg,"",Nederland
5717,Eperheide,Wittem,Limburg,"",Nederland
5718,Epse,Gorssel,Gelderland,"",Nederland
5722,Erm,Sleen,Drenthe,"",Nederland
5724,Eschoten,Ede,Gelderland,"",Nederland
5727,Etersheim,Zeevang,Noord-Holland,"",Nederland
5729,Eursinge,Ruinen,Drenthe,"",Nederland
5730,Euvelgunne,Noorddijk,Groningen,"",Nederland
5736,Tweede Exloërmond,Odoorn,Drenthe,"",Nederland
5737,Exloërveen,Odoorn,Drenthe,"",Nederland
5738,Exel,Laren (Ge),Gelderland,"",Nederland
5739,Ezumazijl,Oostdongeradeel,Friesland,"",Nederland
5740,Fraterwaard,Rheden,Gelderland,"",Nederland
5741,Haaften,Waardenburg,Gelderland,"",Nederland
5742,Hien,Dodewaard,Gelderland,"",Nederland
5743,Hoogewaard,Zederik,Zuid-Holland,"",Nederland
5744,Lamswaarde,Hontenisse,Zeeland,"",Nederland
5745,Lede en Oudewaard,Kesteren,Gelderland,"",Nederland
5746,Koetille,Franekeradeel,Friesland,"",Nederland
5747,Kollumerpomp,Oostdongeradeel,Friesland,"",Nederland
5750,Faan,Oldekerk,Groningen,"",Nederland
5804,Franeker-Uitburen,Franekeradeel,Friesland,"",Nederland
5860,Wernthoutsburg,Zundert,Noord-Brabant,"",Nederland
5866,Klarenbeek,Voorst,Gelderland,"",Nederland
5869,Nagelbeek,Schinnen,Limburg,"",Nederland
5871,Nieuw-Schoonebeek,Schoonebeek,Drenthe,"",Nederland
5872,Offenbeek,Beesel,Limburg,"",Nederland
5873,Oterleek,Schermer,Noord-Holland,"",Nederland
5874,Oud-Schoonebeek,Schoonebeek,Drenthe,"",Nederland
5876,Treebeek,Brunssum,Limburg,"",Nederland
5878,Westerbeek,Sint Anthonis,Noord-Brabant,"",Nederland
5879,Stootshorn,Noordbroek,Groningen,"",Nederland
5884,Gaaikemadijk,Aduard,Groningen,"",Nederland
5885,Gaarkeuken,Grijpskerk,Groningen,"",Nederland
5886,Garreweer,Appingedam,Groningen,"",Nederland
5887,Gasteren,Anloo,Drenthe,"",Nederland
5889,Geefsweer,Delfzijl,Groningen,"",Nederland
5890,Gaast,Haskerland,Friesland,"",Nederland
5893,Geijsteren,Wansum,Limburg,"",Nederland
5894,Geyne,Geyne,Utrecht,"",Nederland
5896,Gelkenes,Liesveld,Zuid-Holland,"",Nederland
5898,Gellicum,Deil,Gelderland,"",Nederland
5900,Gelselaar,Borculo,Gelderland,"",Nederland
5906,Gemonde,Schijndel,Noord-Brabant,"",Nederland
5911,Gerwen,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,"",Nederland
5913,Kremerd,Bierum,Groningen,"",Nederland
5930,Godlinze,Bierum,Groningen,"",Nederland
5931,Goejanverwelle,Oudewater,Utrecht,"",Nederland
5933,Goidschalxoord,Binnenmaas,Zuid-Holland,"",Nederland
5941,Azewijn,Bergh,Gelderland,"",Nederland
5969,Duinkerken,Oldebroek,Gelderland,"",Nederland
6007,Reuland,Burg-Reuland,"","",België
6022,Unknown,Unknown,Unknown,"",Unknown
6063,Vijfhuizen,Haarlemmermeer,Noord-Holland,"",Nederland
6064,Haringhuizen,Barsingerhorn,Noord-Holland,"",Nederland
6065,Jipsinghuizen,Vlagtwedde,Groningen,"",Nederland
6066,Maarhuizen,Winsum,Groningen,"",Nederland
6067,Osingahuizen,Wymbritseradeel,Friesland,"",Nederland
6068,Startenhuizen,Kantens,Groningen,"",Nederland
6069,Terschuur,Voorthuizen,Gelderland,"",Nederland
6070,Veenhuizen,Onstwedde,Groningen,"",Nederland
6073,Warfhuizen,Leens,Groningen,"",Nederland
6074,Warniahuizen,Boornsterhem,Friesland,"",Nederland
6075,Waterhuizen,Haren,Groningen,"",Nederland
6076,Wierhuizen,Eenrum,Groningen,"",Nederland
6077,Zevenhuizen,Marum,Groningen,"",Nederland
6082,Gravenhoek 's-,Wissenkerke,Zeeland,"",Nederland
6098,Einighausen,Limbricht,Limburg,"",Nederland
6114,Zwartenberg,Etten-Leur,Noord-Brabant,"",Nederland
6131,Groeningen,Vierlingsbeek,Noord-Brabant,"",Nederland
6135,Grasrijk,Eindhoven,Noord-Brabant,"",Nederland
6136,Groß Aschen,Melle,Osnabrück,Nedersachsen,Duitsland
6145,Unknown,Gulpen-Wittem,Limburg,"",Nederland
6149,Guttecoven,Limbricht,Limburg,"",Nederland
6150,Hazerswoude-Rijndijk,Rijnwoude,Noord-Brabant,"",Nederland
6152,Meerland,Midwolda,Groningen,"",Nederland
6153,Noordwolde,Bedum,Groningen,"",Nederland
6154,Oostwolderhamrik,Nieuwolda,Groningen,"",Nederland
6155,Oostwolderpolder,Midwolda,Groningen,"",Nederland
6156,Oudeschans,Bellingwolde,Groningen,"",Nederland
6157,Reiderwolderpolder,Finsterwolde,Groningen,"",Nederland
6158,Oostwold,Slochteren,Groningen,"",Nederland
6159,Wanneperveen,Steenwijkerwold,Overijssel,"",Nederland
6161,Vriescheloo,Bellingwolde,Groningen,"",Nederland
6169,Muggenbeet,Steenwijkerwold,Overijssel,"",Nederland
6170,Hamdijk,Nieuweschans,Groningen,"",Nederland
6171,Ijsseldijk Noord,Ouderkerk,Zuid-Holland,"",Nederland
6172,Middelbert,Noorddijk,Groningen,"",Nederland
6173,Oost-Graftdijk,Graft,Noord-Holland,"",Nederland
6175,Soestdijk,Baarn,Utrecht,"",Nederland
6177,West-Graftdijk,Graft,Noord-Holland,"",Nederland
6178,Westerdijkshorn,Bedum,Groningen,"",Nederland
6179,Zuidveen,Steenwijk,Overijssel,"",Nederland
6181,Haarsteeg,Vlijmen,Noord-Brabant,"",Nederland
6185,Haerst,Zwollerkerspel,Overijssel,"",Nederland
6186,Haasdal,Schimmert,Limburg,"",Nederland
6193,Halle,Zelhem,Gelderland,"",Nederland
6201,Hank,Werkendam,Noord-Brabant,"",Nederland
6216,De Haspel,Leek,Groningen,"",Nederland
6220,Laagblokland,Graafstroom,Zuid-Holland,"",Nederland
6221,Daarlerveen,Hellendoorn,Overijssel,"",Nederland
6222,Unknown,Apeldoorn,Gelderland,"",Nederland
6223,Valthe,Odoorn,Drenthe,"",Nederland
6229,Heek,Hulsberg,Limburg,"",Nederland
6232,Heemse,Hardenberg Ambt,Overijssel,"",Nederland
6233,Heer Oudelands Ambacht,Zwijndrecht,Zuid-Holland,"",Nederland
6234,Banholt,Mheer,Limburg,"",Nederland
6237,Heesselt,Varik,Gelderland,"",Nederland
6249,Helpman,Haren,Groningen,"",Nederland
6251,Kibbelgaarn,Veendam,Groningen,"",Nederland
6252,Ommelanderwijk,Veendam,Groningen,"",Nederland
6253,Oostknollendam,Wormer,Noord-Holland,"",Nederland
6254,Schardam,Zeevang,Noord-Holland,"",Nederland
6255,Steendam,Slochteren,Groningen,"",Nederland
6257,Tussenklappen,Menterwolde,Groningen,"",Nederland
6258,West-Knollendam,Wormerveer,Noord-Holland,"",Nederland
6259,Zuidwending,Veendam,Groningen,"",Nederland
6260,Cillaarshoek,Strijen,Zuid-Holland,"",Nederland
6261,Kiel-Windeweer,Hoogezand,Groningen,"",Nederland
6262,Nieuwe Compagnie,Hoogezand,Groningen,"",Nederland
6265,Hangevelde,Ambt Delden,Overijssel,"",Nederland
6266,Hengforden,Olst,Overijssel,"",Nederland
6267,Hoeven en Sint Maartenspolder,Hoeven,Noord-Brabant,"",Nederland
6268,Kroonpolder,Beerta,Groningen,"",Nederland
6269,Stadspolder,Beerta,Groningen,"",Nederland
6275,Herkenrade,Margaten,Limburg,"",Nederland
6296,Heugem,Gronsveld,Limburg,"",Nederland
6300,Unknown,Land van Heusden en Altena,Noord-Brabant,"",Nederland
6304,Hierden,Harderwijk,Gelderland,"",Nederland
6306,Hijken,Beilen,Drenthe,"",Nederland
6308,Hill,Meeuwen,Noord-Brabant,"",Nederland
6309,Willige Langerak,Willige Langerak,Utrecht,"",Nederland
6320,Hodenpijl,Schipluiden,Zuid-Holland,"",Nederland
6322,Hoenzadriel,Maasdriel,Gelderland,"",Nederland
6332,Holtum,Born,Limburg,"",Nederland
6334,Helwijk,Moerdijk,Noord-Brabant,"",Nederland
6340,Hoogeveen,Hoogeveen,Drenthe,"",Nederland
6341,Unknown,Unknown,Unknown,"",Unknown
6341,Hogeveen,Rijnwoude,Zuid-Holland,"",Nederland
6344,Hoorn,Terschelling,Friesland,"",Nederland
6345,Hoornderveen,Wedde,Groningen,"",Nederland
6356,Houwerzijl,Ulrum,Groningen,"",Nederland
6358,Hugten,Maarheeze,Noord-Brabant,"",Nederland
6360,Huizinge,Middelstum,Groningen,"",Nederland
6370,Musselkanaal,Onstwedde,Groningen,"",Nederland
6375,Stokkum,Markelo,Overijssel,"",Nederland
6378,Ideweer,Delfzijl,Groningen,"",Nederland
6379,Ijhorst,Staphorst,Overijssel,"",Nederland
6380,Ijpelo,Wierden,Overijssel,"",Nederland
6382,Ijsselhunten,Gendringen,Gelderland,"",Nederland
6384,Ijzeren,Oud-Valkenburg,Limburg,"",Nederland
6385,Illikhoven,Born,Limburg,"",Nederland
6391,Unknown,Doniawerstal,Friesland,"",Nederland
6401,Jipsingboermussel,Vlagtwedde,Groninigen,"",Nederland
6404,Zouteveen,Vlaardinger-Ambacht,Zuid-Holland,"",Nederland
6406,Julianadorp,Den Helder,Noord-Holland,"",Nederland
6408,Junne,Ommen,Overijssel,"",Nederland
6410,Kolderveen,Nijeveen,Drenthe,"",Nederland
6415,Kaalheide,Kerkrade,Limburg,"",Nederland
6420,Kalenberg,Oldemarkt,Overijssel,"",Nederland
6423,Calslagen,Leimuiden,Zuid-Holland,"",Nederland
6424,Calslagen,Aalsmeer,Noord-Holland,"",Nederland
6425,Kalteren,Diever,Drenthe,"",Nederland
6426,Kamerik-Mijzijde,Kamerik,Utrecht,"",Nederland
6430,Linne,Linne,Limburg,"",Nederland
6433,Willemstad,Willemstad,Noord-Brabant,"",Nederland
6439,Keent,Balgoij en Keent,Noord-Brabant,"",Nederland
6450,Kessel,Kessel,Limburg,"",Nederland
6460,Kijfhoek,Zwijndrecht,Zuid-Holland,"",Nederland
6462,Kilder,Bergh,Gelderland,"",Nederland
6473,Klein-Dongen,Dongen,Noord-Brabant,"",Nederland
6475,Klein Garnwerd,Winsum,Groningen,"",Nederland
6479,Kleine Huisjes,Kloosterburen,Groningen,"",Nederland
6480,Kleinemeer,Sappemeer,Groningen,"",Nederland
6482,Klein Haasdal,Schimmert,Limburg,"",Nederland
6491,Unknown,Ooststellingwerf,Friesland,"",Nederland
6498,Aduarderzijl,Ezinge,Groningen,"",Nederland
6499,Kommerzijl,Oldehove,Groningen,"",Nederland
6500,Lauwerzijl,Oldehove,Groningen,"",Nederland
6502,Kornhorn,Grootegast,Groningen,"",Nederland
6508,Koogerveld,Texel,Noord-Holland,"",Nederland
6509,Kopstukken,Onstwedde,Groningen,"",Nederland
6511,Kostverloren,Hoogkerk,Groningen,"",Nederland
6518,Krawinkel,Geleen,Limburg,"",Nederland
6521,Kudelstaart,Kudelstaart,Noord-Holland,"",Nederland
6539,Lalleweer,Termunten,Groningen,"",Nederland
6546,Overlangel,Herpen,Noord-Brabant,"",Nederland
6547,Langelo,Norg,Drenthe,"",Nederland
6553,Uitwierda,Delfzijl,Groningen,"",Nederland
6557,Lathum,Angerlo,Gelderland,"",Nederland
6564,Leemdobben,Vlagtwedde,Groningen,"",Nederland
6566,Leggeloo,Dwingeloo,Drenthe,"",Nederland
6567,Leegkerk,Groningen,Groningen,"",Nederland
6571,Leijenbroek,Sittard,Limburg,"",Nederland
6574,Lemselo,Weerselo,Overijssel,"",Nederland
6575,Lengel,Bergh,Gelderland,"",Nederland
6583,Lesterhuis,Termunten,Groningen,"",Nederland
6589,Leveroy,Nederweert,Limburg,"",Nederland
6604,Lieveren,Roden,Drenthe,"",Nederland
6612,Lintvelde,Eibergen,Gelderland,"",Nederland
6634,Lomm,Arcen en Velden,Limburg,"",Nederland
6638,Lönneberga,Hultsfred,Kalmar län,"",Zweden
6640,Loo,Duiven,Gelderland,"",Nederland
6641,Loon,Assen,Drenthe,"",Nederland
6652,Høvåg,Lillesand,Aust-Agder,"",Noorwegen
6653,Houtwijk,Den Haag,Zuid-Holland,"",Nederland
6654,Lozen,Bocholt,"","",België
6655,Stedum,Loppersum,Groningen,"",Nederland
6656,Lorup,Sögel,"","",Duitsland
6662,Loveren,Vught,Noord-Brabant,"",Nederland
6671,Lutjeloo,Wedde,Groningen,"",Nederland
6675,Varsenerveld,Ommen,Overijssel,"",Nederland
6678,Lebendorf,Könnern,"","",Duitsland
6680,Oost-Maarland,Eijsden,Limburg,"",Nederland
6681,Maarslag,Leens,Groningen,"",Nederland
6682,Unknown,Maasdonk,Noord-Brabant,"",Nederland
6707,Markvelde,Diepenheim,Overijssel,"",Nederland
6712,Mathijseind,Bakel c.a,Noord-Brabant,"",Nederland
6729,Melleschet,Vaals,Limburg,"",Nederland
6738,Menkeweer,Bedum,Groningen,"",Nederland
6744,Merkebuorren,Opsterland,Friesland,"",Nederland
6749,Merum,Herten,Limburg,"",Nederland
6760,Mierlo-Hout,Mierlo,Noord-Brabant,"",Nederland
6765,Mingersberg,Voerendaal,Limburg,"",Nederland
6777,Moerslag,Sint Geertruid,Limburg,"",Nederland
6781,Moleneind,Uden,Noord-Brabant,"",Nederland
6789,Morige,Wedde,Groningen,"",Nederland
6816,Munsterscheveld,Emmen,Drenthe,"",Nederland
6859,Zevender,Lopik,Utrecht,"",Nederland
6864,Wierum,Westdongeradeel,Friesland,"",Nederland
6865,Nauerna,Assendelft,Noord-Holland,"",Nederland
6868,Schanebroek,Dalfsen,Overijssel,"",Nederland
6869,Smalbroek,Beilen,Drenthe,"",Nederland
6870,Stadbroek,Sittard,Limburg,"",Nederland
6873,Zuiderwoude,Broek in Waterland,Noord-Holland,"",Nederland
6881,Neder-Hardinxveld,Hardinxveld-Giessendam,Zuid-Holland,"",Nederland
6895,Nederslingeland,Nederslingeland,Zuid-Holland,"",Nederland
6930,Nietap,Rhoden,Drenthe,"",Nederland
6932,Nij Beets,Opsterland,Friesland,"",Nederland
6934,Drouwen,Borger,Drenthe,"",Nederland
6935,Nijezijl,Wymbritseradeel,Friesland,"",Nederland
6936,Nieuwkerk,Goirle,Noord-Brabant,"",Nederland
6937,"Nieuwland, Kortland, en 's-Graveland","Nieuwland, Kortland, en 's-Graveland",Zuid-Holland,"",Nederland
6938,Niftrik,Wijchen,Gelderland,"",Nederland
6939,Nijswiller,Wittem,Limburg,"",Nederland
6943,Nolde,Zuidwolde,Drenthe,"",Nederland
6945,Noordbarge,Emmen,Drenthe,"",Nederland
6947,Noordschans,Klundert,Noord-Brabant,"",Nederland
6965,Obergum,Winsum,Groningen,"",Nederland
6970,Wachtum,Dalen,Drenthe,"",Nederland
6982,Oldenhave,Ruinen,Drenthe,"",Nederland
6984,Unknown,Olst-Wijhe,Overijssel,"",Nederland
6985,Onderwierum,Bedum,Groningen,"",Nederland
6986,Onnen,Haren,Groningen,"",Nederland
6987,Ool,Herten,Limburg,"",Nederland
6988,Schoondijke,Oostburg,Zeeland,"",Nederland
6990,Oostereinde,Winschoten,Groningen,"",Nederland
6992,Oosterleek,Wijdenes,Noord-Holland,"",Nederland
6993,Oostmahorn,Dongerdadeel,Friesland,"",Nederland
6994,Oostum,Ezinge,Groningen,"",Nederland
6996,Ooy,Ubbergen,Gelderland,"",Nederland
6997,Ophoven,Sittard,Limburg,"",Nederland
7009,Osen,Linne,Limburg,"",Nederland
7018,Oterdum,Delfzijl,Groningen,"",Nederland
7020,Oud-Zevenaar,Zevenaar,Gelderland,"",Nederland
7021,Oude Schouw,Utingeradeel,Friesland,"",Nederland
7021,Unknown,Unknown,Unknown,"",Unknown
7022,Oudeschip,Uithuizermeeden,Groningen,"",Nederland
7023,Oudesluis,Zijpe,Noord-Holland,"",Nederland
7025,Overboeicop,Schoonrewoerd,Zuid-Holland,"",Nederland
7026,Overdinkel,Losser,Overijssel,"",Nederland
7027,Overhoven,Sittard,Limburg,"",Nederland
7028,Overslag,Overslag,Zeeland,"",Nederland
7029,Overschild,Slochteren,Groningen,"",Nederland
7037,Partij,Wittem,Limburg,"",Nederland
7040,Passewaaij,Tiel,Gelderland,"",Nederland
7055,Pijnenburg,Soest,Utrecht,"",Nederland
7075,Oosterhoek,Steenwijkerwold,Overijssel,"",Nederland
7088,Spoordonk,Oirschot,Noord-Brabant,"",Nederland
7089,Sauwerd,Adorp,Groningen,"",Nederland
7099,Raren,Vaals,Limburg,"",Nederland
7100,Rasquert,Baflo,Groningen,"",Nederland
7101,Raswinkel,Emmen,Drenthe,"",Nederland
7108,Rectum,Wierden,Overijssel,"",Nederland
7115,Unknown,Reiderland,Groningen,"",Nederland
7116,Rijen,Gilze en Rijen,Noord-Brabant,"",Nederland
7117,Rijen,Ginneken,Noord-Brabant,"",Nederland
7121,Renneborg,Vlagtwedde,Groningen,"",Nederland
7131,Rhenoy,Beesd,Gelderland,"",Nederland
7142,Rietveld,Woerden,Utrecht,"",Nederland
7143,Rietwijk en Rietwijkeroord,Nieuwer-Amstel,Noord-Holland,"",Nederland
7152,Ittersum,Zwollerkerspel,Overijssel,"",Nederland
7155,Rodenrijs,Berkel en Rodenrijs,Zuid-Holland,"",Nederland
7157,Roderesch,Roden,Drenthe,"",Nederland
7158,Ekehaar,Rolde,Drenthe,"",Nederland
7167,Roswinkel,Emmen,Drenthe,"",Nederland
7179,Kijksuin,'s-Gravenhage,Zuid-Holland,"",Nederland
7184,Saaksum,Oldehove,Groningen,"",Nederland
7223,Scherpenzeel,Goor,Overijssel,"",Nederland
7225,Schillaard,Baarderadeel,Friesland,"",Nederland
7237,Schoonderloo,Delfshaven,Zuid-Holland,"",Nederland
7238,Schoonloo,Rolde,Drenthe,"",Nederland
7239,Schouwerzijl,Leens,Groningen,"",Nederland
7267,Sibbe,Oud-Valkenburg,Limburg,"",Nederland
7268,Sibculo,Hardenberg,Overijssel,"",Nederland
7271,Sinderen,Wisch,Gelderland,"",Nederland
7278,Sint Willebrord,Rucphen,Noord-Brabant,"",Nederland
7280,Unknown,Sittard-Geleen,Limburg,"",Nederland
7282,Slot Loevestein,Zaltbommel,Gelderland,"",Nederland
7283,Slegge,Vlagtwedde,Groningen,"",Nederland
7301,Spakenburg,Bunschoten,Utrecht,"",Nederland
7319,Unknown,Nijmegen,Gelderland,"",Nederland
7326,Santpoort,Velsen,Noord-Holland,"",Nederland
7336,Starnmeer,Jisp,Noord-Holland,"",Nederland
7351,Stitswerd,Kantens,Groningen,"",Nederland
7352,Stobbegat,Haskerland,Friesland,"",Nederland
7364,Strevelshoek,Ridderkerk,Zuid-Holland,"",Nederland
7366,Striep,Terschelling,Friesland,"",Nederland
7367,Strijensas,Strijen,Zuid-Holland,"",Nederland
7382,Swolgen,Meerlo,Limburg,"",Nederland
7384,Waar 't,Scheemda,Groningen,"",Nederland
7385,Woud 't,Nijkerk,Gelderland,"",Nederland
7386,Zeerijp,Zandt 't,Groningen,"",Nederland
7395,Tange,Onstwedde,Groninge,"",Nederland
7403,Teeffelen,Oijen en Teeffelen,Noord-Brabant,"",Nederland
7408,Tempel,Reeuwijk,Zuid-Holland,"",Nederland
7410,Den Andel,Baflo,Groningen,"",Nederland
7413,Ter Borg,Vlagtwedde,Groningen,"",Nederland
7414,Ter Haar,Vlagtwedde,Groningen,"",Nederland
7415,Terheijl,Roden,Drenthe,"",Nederland
7416,Ter Wupping,Onstwedde,Groningen,"",Nederland
7417,Terhagen,Elsloo,Limburg,"",Nederland
7418,Ter Heijde aan Zee,Monster,Zuid-Holland,"",Nederland
7420,Kopaf,Termunten,Groningen,"",Nederland
7424,Oosterend,Texel,Noord-Holland,"",Nederland
7425,Thesinge,Ten Boer,Groningen,"",Nederland
7431,Thull,Schinnen,Limburg,"",Nederland
7441,Tinte,Oostvoorne,Zuid-Holland,"",Nederland
7453,Toornwerd,Middelstum,Groningen,"",Nederland
7459,Tuikwerd,Delfzijl,Groningen,"",Nederland
7460,Tuitjenhorn,Harenkarspel,Noord-Holland,"",Nederland
7461,Tungelroy,Weert,Limburg,"",Nederland
7464,Tynaarlo,Vries,Drenthe,"",Nederland
7466,Ubachsberg,Voerendaal,Limburg,"",Nederland
7468,Uddel,Apeldoorn,Gelderland,"",Nederland
7473,Uitwijk,Almkerk,Noord-Brabant,"",Nederland
7474,Ulsda,Beerta,Groningen,"",Nederland
7486,Vaart,Opsterland,Friesland,"",Nederland
7490,Unknown,Valkenburg aan de Geul,Limburg,"",Nederland
7492,Valtherveen,Borger-Odoorn,Drenthe,"",Nederland
7500,Veele,Vlagtwedde,Groningen,"",Nederland
7501,Veelerveen,Bellingwedde,Groningen,"",Nederland
7504,Veldzicht,Sluis,Zeeland,"",Nederland
7517,Liessel,Deurne,Noord-Brabant,"",Nederland
7518,Vijlen,Vaals,Limburg,"",Nederland
7523,Stakenborg,Vlagtwedde,Groningen,"",Nederland
7524,Nijlensleekerveld,Vledder,Drenthe,"",Nederland
7525,Vledderveen,Onstwedde,Groningen,"",Nederland
7526,Vliedorp,Ulrum,Groningen,"",Nederland
7529,Vorchten,Heerde,Gelderland,"",Nederland
7538,Zeijerveen,Vries,Drenthe,"",Nederland
7546,Wagenberg,Terheijden,Noord-Brabant,"",Nederland
7548,Wahlwiller,Wittem,Limburg,"",Nederland
7571,Warmelo,Diepenheim,Overijssel,"",Nederland
7575,Watergang,Landsmeer,Noord-Holland,"",Nederland
7578,Weende,Vlagtwedde,Groningen,"",Nederland
7582,Weerdingermond,Vlagtwedde,Groningen,"",Nederland
7583,Weerdingerveen,Emmen,Drenthe,"",Nederland
7597,Welsden,Margraten,Limburg,"",Nederland
7602,Wenum,Apeldoorn,Gelderland,"",Nederland
7611,Wessingtange,Vlagtwedde,Groningen,"",Nederland
7616,Westelbeers,"Oost-, West- en Middelbeers",Noord-Brabant,"",Nederland
7618,Westenesch,Emmen,Drenthe,"",Nederland
7619,Westenholte,Zwollerkerspel,Overijssel,"",Nederland
7621,Westeremden,Stedum,Groningen,"",Nederland
7623,Westerhorn,Grijpskerk,Groningen,"",Nederland
7624,Westernieland,Eenrum,Groningen,"",Nederland
7627,Westerwijtwerd,Middelstum,Groningen,"",Nederland
7630,Unknown,Westland,Zuid-Holland,"",Nederland
7638,Wezuperbrug,Zweelo,Drenthe,"",Nederland
7639,Wezup,Zweelo,Drenthe,"",Nederland
7649,Wiesel,Apeldoorn,Gelderland,"",Nederland
7651,Wijdenes en Oosterleek,Venhuizen,Noord-Holland,"",Nederland
7656,Wijnjewoude,Opsterland,Friesland,"",Nederland
7658,Wilhelminaoord,Weststellingwerf,Friesland,"",Nederland
7666,Wimmenum,Bergen,Noord-Holland,"",Nederland
7667,Windesheim,Zwollerkerspel,Overijssel,"",Nederland
7669,Winneweer,Ten Boer,Groningen,"",Nederland
7671,Wirdum,Leeuwarderadeel,Friesland,"",Nederland
7675,Dorpbuurt,Winterswijk,Gelderland,"",Nederland
7684,Witteveen,Ruinen,Drenthe,"",Nederland
7691,Zuidgeest en Hinkelenoord,Woensdrecht,Noord-Brabant,"",Nederland
7694,Wollingboermarke,Vlagtwedde,Groningen,"",Nederland
7703,Wordragen,Ammerzoden,Gelderland,"",Nederland
7715,Yde,Vries,Drenthe,"",Nederland
